,fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl
613,Shannon Gugerty,15,7,0,0,61,155,71,Orthodox,1981-12-30,39,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,139.0
614,Clay Guida,35,17,0,0,67,155,70,Orthodox,1981-12-08,39,2.41,0.33,2.52,0.64,3.37,0.38,0.68,0.7,282.0689655172414
615,Melvin Guillard,32,18,2,0,69,155,71,Orthodox,1983-03-30,37,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,36.76190476190476
616,Marcelo Guimaraes,9,2,1,0,72,185,73,Orthodox,1983-06-25,37,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,233.5
617,John Gunderson,35,16,2,0,69,155,69,Orthodox,1979-01-05,42,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,273.6666666666667
618,John Gunther,5,1,0,0,69,155,72,Orthodox,1985-11-24,35,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,334.0
619,Jorge Gurgel,14,10,0,0,67,155,69,Orthodox,1977-01-25,44,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,225.85714285714286
620,Alexander Gustafsson,18,7,0,0,77,205,79,Orthodox,1987-01-15,34,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,107.76470588235294
621,Chris Gutierrez,15,3,2,0,69,145,67,Orthodox,1991-04-22,29,4.23,0.58,2.11,0.62,0.47,0.5,0.76,0.2,48.25
622,Mike Guymon,15,6,1,0,72,170,74,Orthodox,1974-09-17,46,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,116.0
623,Chelsea Hackett,3,1,1,0,64,125,66,Switch,1998-08-16,22,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,0
624,Damir Hadzovic,13,6,0,0,69,155,70,Orthodox,1986-08-08,34,2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2,48.57142857142857
625,Tim Hague,21,13,0,0,76,260,76,Orthodox,1983-05-09,37,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,97.8
626,Uriah Hall,17,9,0,3,72,185,79,Orthodox,1984-07-31,36,3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2,44.375
627,Ryan Hall,8,1,0,4,61,145,70,Southpaw,1985-02-22,35,2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9,113.0
628,Dennis Hallman,53,20,2,1,69,155,72,Orthodox,1975-12-02,45,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,205.22222222222223
629,Piotr Hallmann,18,6,0,0,69,155,71,Orthodox,1987-08-25,33,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,182.83333333333334
630,Seo Hee Ham,17,8,0,0,62,115,62,Southpaw,1987-03-08,33,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,58.75
631,Matt Hamill,12,8,0,0,73,205,76,Orthodox,1976-10-05,44,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,144.26666666666668
632,Anthony Hamilton,15,9,0,0,77,260,76,Orthodox,1980-04-14,40,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,161.8
633,CJ Hamilton,11,4,0,0,67,125,68,Switch,1986-10-07,34,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,0
634,Jared Hamman,14,6,0,0,75,185,75,Orthodox,1982-03-07,38,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,96.14285714285714
635,Kay Hansen,7,4,0,0,62,115,63,Orthodox,1999-08-14,21,3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6,296.5
636,Nasrat Haqparast,12,3,0,1,61,155,72,Southpaw,1995-08-22,25,5.63,0.47,3.18,0.74,0.22,0.25,0.81,0.0,49.166666666666664
637,Antoni Hardonk,8,6,0,0,76,245,78,Orthodox,1976-02-05,44,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,18.125
638,Dan Hardy,25,10,0,2,72,170,74,Orthodox,1982-05-17,38,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,117.0
639,Greg Hardy,7,3,0,0,77,265,80,Orthodox,1988-07-28,32,4.83,0.5,3.12,0.56,0.21,0.33,0.8,0.0,46.42857142857143
640,Gerald Harris,23,5,0,1,61,185,77,Southpaw,1979-11-19,41,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,121.25
641,Phil Harris,22,12,0,0,64,125,65,Orthodox,1983-09-04,37,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,61.0
642,Walt Harris,13,9,0,0,77,250,77,Southpaw,1983-06-10,37,2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1,22.357142857142858
643,Dale Hartt,6,3,0,0,61,155,69,Orthodox,1979-04-04,41,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,12.0
644,Clay Harvison,13,6,0,0,73,170,74,Orthodox,1980-09-25,40,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,76.66666666666667
645,John Hathaway,17,2,0,0,73,170,75,Orthodox,1987-07-23,33,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,308.3333333333333
646,Phillip Hawes,9,2,0,2,72,185,77,Orthodox,1989-01-08,32,4.14,0.49,4.81,0.55,1.68,0.14,0.0,0.0,1.0
647,Dustin Hazelett,12,7,0,0,73,170,76,Orthodox,1986-04-29,34,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1,34.5
648,James Head,9,4,0,0,73,170,73,Orthodox,1984-02-09,36,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,57.0
649,Pat Healy,34,23,0,0,72,155,72,Orthodox,1983-07-20,37,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,135.0
650,David Heath,18,7,0,0,61,205,72,Orthodox,1976-02-10,44,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,57.8
651,Jake Hecht,11,4,0,0,72,170,73,Orthodox,1984-02-09,36,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,62.666666666666664
652,Nick Hein,14,5,0,0,66,155,66,Southpaw,1984-04-24,36,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,51.125
653,Ian Heinisch,14,3,0,1,61,185,72,Orthodox,1988-08-05,32,3.62,0.52,2.85,0.59,1.16,0.19,0.62,0.5,107.0
654,Marcin Held,23,7,0,1,69,155,71,Orthodox,1992-01-18,29,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,348.5
655,Dan Henderson,32,15,0,0,61,185,74,Orthodox,1970-08-24,50,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,
656,Benson Henderson,24,7,0,2,69,170,70,Southpaw,1983-11-16,37,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,278.7857142857143
657,Johny Hendricks,18,8,0,0,69,185,69,Southpaw,1983-09-12,37,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,229.42857142857142
658,Luis Henrique,10,5,0,0,74,243,74,Orthodox,1993-08-21,27,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,335.0
659,Danny Henry,12,4,0,0,72,145,73,Orthodox,1988-07-17,32,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,91.5
660,Jai Herbert,10,2,0,0,73,155,77,Orthodox,1988-05-13,32,1.83,0.3,2.61,0.48,0.0,0.0,0.33,0.0,200.0
661,Ed Herman,27,14,0,3,73,205,77,Orthodox,1980-10-02,40,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,173.30434782608697
662,Dave Herman,22,6,0,0,76,242,77,Orthodox,1984-10-03,36,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,22.4
663,Jack Hermansson,21,6,0,0,73,185,77,Orthodox,1988-06-10,32,5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7,111.83333333333333
664,Alexander Hernandez,12,3,0,1,69,155,72,Orthodox,1992-10-01,28,3.64,0.4,3.89,0.54,2.08,0.38,0.57,0.0,90.16666666666667
665,Anthony Hernandez,7,2,0,0,72,185,75,Orthodox,1993-10-18,27,5.03,0.53,6.61,0.44,5.27,0.66,0.85,0.9,103.33333333333333
666,Nohelin Hernandez,9,4,0,0,61,135,71,Orthodox,1994-03-01,26,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,108.0
667,Geane Herrera,9,3,0,0,65,125,66,Orthodox,1990-05-27,30,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6,29.25
668,Alvaro Herrera Mendoza,9,6,0,0,72,155,74,Orthodox,1990-05-14,30,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,2.75
669,Felice Herrig,14,9,0,0,64,115,65,Orthodox,1984-09-18,36,3.63,0.36,4.84,0.49,1.18,0.3,0.72,0.9,186.55555555555554
670,Heath Herring,28,16,0,0,76,250,78,Orthodox,1978-03-02,42,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,232.6
671,Clint Hester,11,6,0,0,74,205,77,Orthodox,1986-11-21,34,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,110.28571428571429
672,Jimy Hettes,11,3,0,0,69,145,71,Southpaw,1987-06-09,33,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,257.1666666666667
673,Marcus Hicks,10,4,0,0,66,155,64,Southpaw,1975-11-25,45,1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0,0
674,Jay Hieron,23,7,0,0,72,170,75,Orthodox,1976-07-29,44,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,111.5
675,Jason High,21,6,0,0,68,155,73,Southpaw,1981-10-12,39,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,184.6
676,Corey Hill,6,9,0,0,76,155,80,Orthodox,1978-10-03,42,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0,166.0
677,Angela Hill,12,9,0,0,63,115,64,Orthodox,1985-01-12,36,5.7,0.49,5.16,0.63,0.41,0.37,0.77,0.1,83.4375
678,Jamahal Hill,7,0,0,1,76,205,79,Southpaw,1991-05-19,29,7.9,0.52,3.15,0.49,0.0,0.0,0.53,0.0,8.5
679,Kailan Hill,4,1,0,0,73,185,77,Southpaw,1994-12-01,26,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0,0
680,Hatsu Hioki,29,10,2,0,61,145,73,Orthodox,1983-07-18,37,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,283.5
681,Kuniyoshi Hironaka,23,9,0,0,61,168,70,Orthodox,1976-06-17,44,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,206.25
682,Mizuto Hirota,18,10,2,0,67,155,67,Orthodox,1981-05-05,39,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,145.33333333333334
683,Matt Hobar,9,3,0,0,61,135,70,Southpaw,1987-01-07,34,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,350.3333333333333
684,Andrew Holbrook,12,3,0,0,61,155,70,Southpaw,1986-02-06,34,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,75.2
685,Kevin Holland,21,5,0,5,75,185,81,Orthodox,1992-11-05,28,4.74,0.57,2.77,0.56,1.19,0.42,0.52,0.8,137.3
686,Max Holloway,22,6,0,1,61,145,69,Orthodox,1991-12-04,29,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3,44.875
687,Holly Holm,14,5,0,2,68,135,69,Southpaw,1981-10-17,39,3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1,193.41666666666666
688,Kurt Holobaugh,17,7,0,0,61,155,70,Orthodox,1986-09-08,34,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,135.75
689,Paddy Holohan,12,2,1,0,61,125,69,Orthodox,1988-05-03,32,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,365.0
690,Scott Holtzman,14,4,0,0,69,155,69,Orthodox,1983-09-30,37,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2,275.1818181818182
691,Sabah Homasi,11,8,0,0,72,170,72,Orthodox,1988-10-19,32,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,45.333333333333336
692,Mark Hominick,20,12,0,0,68,145,68,Orthodox,1982-07-22,38,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,51.285714285714285
693,Barb Honchak,10,4,0,0,64,125,65,Orthodox,1979-08-30,41,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,10.5
694,Chris Honeycutt,9,1,0,0,61,170,73,,1988-07-25,32,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0,0
695,Dan Hooker,20,10,0,0,72,155,75,Switch,1990-02-13,30,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3,105.5625
696,Chase Hooper,10,1,1,1,73,145,74,Southpaw,1999-09-13,21,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2,138.0
697,Darrell Horcher,13,4,0,0,61,155,70,Southpaw,1987-07-28,33,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,147.0
698,Yoshinori Horie,8,2,0,0,68,145,70,Orthodox,1995-05-10,25,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0,2.0
699,Kyoji Horiguchi,19,2,0,3,65,125,66,Orthodox,1990-10-12,30,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,169.625
700,Jeremy Horn,91,22,5,0,73,185,74,Orthodox,1975-08-25,45,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,
701,Chris Horodecki,21,7,1,0,69,155,69,Orthodox,1987-09-24,33,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9,0
702,Jeff Hougland,10,6,0,0,67,135,68,Orthodox,1978-08-02,42,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,89.66666666666667
703,John Howard,24,13,0,0,67,170,72,Orthodox,1983-03-01,37,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,193.57142857142858
704,Carlos Huachin,10,5,1,0,64,135,67,Southpaw,1996-06-04,24,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,0.0
705,Brady Huang,11,2,0,0,69,135,69,Orthodox,1992-12-16,28,4.62,0.37,10.77,0.3,0.0,0.0,0.0,0.0,0
706,Austin Hubbard,12,5,0,0,61,155,71,Orthodox,1991-12-22,29,3.45,0.48,2.58,0.58,0.76,0.6,0.53,0.0,78.4
707,Collin Huckbody,8,2,0,1,75,185,76,Orthodox,1994-09-29,26,2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4,0
708,Roger Huerta,23,9,1,0,69,155,70,Orthodox,1983-05-20,37,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,254.125
709,Matt Hughes,45,9,0,0,69,170,73,Switch,1973-10-13,47,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,
710,Jeff Hughes,10,4,0,0,74,250,77,Orthodox,1988-05-17,32,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0,40.333333333333336
711,Sam Hughes,5,2,0,0,65,115,64,Orthodox,1992-06-28,28,4.0,0.37,10.4,0.49,0.0,0.0,0.0,0.0,51.0
712,Harry Hunsucker,6,3,0,0,74,241,75,Orthodox,1989-01-03,32,4.77,0.54,6.45,0.48,0.0,0.0,0.0,0.0,0
713,Mark Hunt,13,14,1,0,61,265,72,Orthodox,1974-03-23,46,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,49.75
714,Al Iaquinta,14,6,1,0,61,155,70,Orthodox,1987-04-30,33,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2,49.07142857142857
715,Khadis Ibragimov,8,4,0,0,75,205,78,Orthodox,1995-05-21,25,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3,172.0
716,Dan Ige,14,3,0,0,67,145,71,Orthodox,1991-08-06,29,3.96,0.46,3.36,0.58,1.69,0.27,0.59,0.5,122.75
717,Zelim Imadaev,8,3,0,0,72,170,76,Orthodox,1995-01-25,26,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0,121.33333333333333
718,Nassourdine Imavov,9,2,0,1,75,185,75,Orthodox,1995-03-01,25,4.53,0.61,2.0,0.69,1.0,0.12,1.0,4.0,291.0
719,Naoki Inoue,11,1,0,0,69,125,71,Orthodox,1997-06-14,23,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5,276.5
720,Inoue Mizuki,14,6,0,0,63,125,65,Orthodox,1994-08-19,26,5.0,0.5,6.87,0.48,0.0,0.0,0.66,0.0,224.5
721,James Irvin,17,10,0,0,74,205,75,Orthodox,1978-09-12,42,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,10.2
722,Teruto Ishihara,10,7,2,0,67,135,69,Southpaw,1991-07-23,29,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,62.5
723,Damir Ismagulov,19,2,0,3,69,155,70,Orthodox,1991-02-03,29,3.76,0.43,1.87,0.69,1.67,0.31,1.0,0.0,220.66666666666666
724,Leandro Issa,13,6,0,0,67,135,69,Orthodox,1983-09-19,37,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,285.0
725,Blagoy Ivanov,18,4,0,0,61,250,73,Southpaw,1986-10-09,34,3.32,0.4,4.15,0.54,1.06,0.54,0.75,0.2,85.8
726,Anthony Ivy,8,4,0,0,74,185,74,Orthodox,1990-01-23,31,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,175.0
727,Yves Jabouin,20,11,0,0,67,135,68,Orthodox,1979-05-30,41,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,163.9
728,Quinton Jackson,37,12,0,1,73,205,73,Orthodox,1978-06-20,42,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,106.38461538461539
729,Damon Jackson,18,4,1,0,61,145,71,Switch,1988-08-08,32,2.46,0.35,3.63,0.45,1.14,0.2,0.35,2.7,69.33333333333333
730,Jason Jackson,7,2,0,0,73,170,78,Orthodox,1990-10-30,30,2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0,0
731,Montel Jackson,9,2,0,0,61,135,75,Southpaw,1992-04-24,28,3.67,0.55,1.35,0.57,4.26,0.77,0.66,0.2,264.6
732,Dustin Jacoby,13,5,0,2,75,205,76,Orthodox,1988-04-04,32,3.65,0.47,2.52,0.62,0.29,1.0,0.66,0.0,3.6666666666666665
733,Virna Jandiroba,16,2,0,0,63,115,64,Orthodox,1988-05-30,32,2.39,0.46,3.08,0.54,3.16,0.53,0.73,2.0,176.75
734,Ryan Janes,10,3,0,1,75,185,76,Orthodox,1981-08-22,39,7.69,0.48,5.53,0.59,0.35,1.0,0.58,0.0,93.5
735,Dave Jansen,20,4,0,0,69,155,73,Orthodox,1979-08-21,41,2.94,0.33,3.67,0.58,2.79,0.28,0.38,0.9,0
736,Keith Jardine,17,11,2,0,74,185,76,Orthodox,1975-10-31,45,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,25.076923076923077
737,Rony Jason,14,7,0,0,67,145,73,Orthodox,1984-03-21,36,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,83.625
738,Justin Jaynes,16,6,0,0,67,155,68,Orthodox,1989-08-10,31,4.79,0.43,7.82,0.6,0.0,0.0,0.5,0.9,13.666666666666666
739,Joanna Jedrzejczyk,16,4,0,0,66,115,65,Orthodox,1987-08-18,33,6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,89.92857142857143
740,Aaron Jeffery,6,2,0,0,74,185,74,Orthodox,1992-11-14,28,6.21,0.84,4.14,0.39,0.0,0.0,0.75,0.0,0
741,Ryan Jensen,21,8,0,0,73,185,76,Orthodox,1977-09-20,43,2.84,0.39,2.99,0.59,1.55,0.5,0.31,1.9,61.875
742,Ryan Jimmo,19,5,0,0,73,205,73,Orthodox,1981-11-27,39,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,190.14285714285714
743,Sung Bin Jo,9,1,0,0,72,145,72,Orthodox,1992-07-17,28,1.4,0.33,2.67,0.51,1.0,0.33,0.83,1.0,9.0
744,Carls John De Tomas,6,2,0,0,65,125,71,Southpaw,1996-08-28,24,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,66.0
745,Brett Johns,17,2,0,2,67,135,71,Orthodox,1992-02-21,28,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,387.0
746,Miles Johns,11,1,0,1,67,135,66,Orthodox,1994-03-30,26,3.33,0.48,2.42,0.68,1.21,0.3,0.87,0.0,118.33333333333333
747,Anthony Johnson,22,6,0,0,74,205,78,Orthodox,1984-03-06,36,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,137.31578947368422
748,DaMarques Johnson,15,15,0,0,73,170,75,Orthodox,1982-06-28,38,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,81.2
749,Tony Johnson,7,2,0,1,74,205,76,Orthodox,1983-05-02,37,4.0,0.92,3.67,0.22,0.0,0.0,0.9,0.0,0
750,Lavar Johnson,18,10,0,0,76,240,82,Orthodox,1977-06-11,43,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,53.75
751,Demetrious Johnson,27,3,1,0,63,125,66,Orthodox,1986-08-13,34,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,358.7647058823529
752,Michael Johnson,20,16,0,0,61,155,73,Southpaw,1986-06-04,34,4.23,0.38,3.85,0.58,0.51,0.45,0.79,0.1,41.69565217391305
753,Kajan Johnson,23,13,1,0,61,155,75,Orthodox,1984-04-21,36,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,116.0
754,Timothy Johnson,12,4,0,1,75,265,77,Southpaw,1985-03-13,35,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0,289.85714285714283
755,Jordan Johnson,10,0,0,4,74,205,79,Orthodox,1988-11-18,32,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,334.75
756,Taylor Johnson,5,1,0,0,72,185,74,Switch,1990-11-09,30,5.09,0.6,1.13,0.33,8.49,1.0,1.0,0.0,0
757,Chad Johnson,6,2,0,0,74,230,80,Orthodox,1986-07-22,34,5.92,0.68,7.8,0.4,0.0,0.0,0.0,0.0,0
758,Jose Johnson,11,6,0,0,72,135,72,Orthodox,1995-05-25,25,1.0,0.46,1.87,0.51,0.0,0.0,0.29,0.0,0
759,Liana Jojua,8,4,0,0,64,125,62,Orthodox,1995-03-22,25,2.53,0.39,4.86,0.48,1.49,0.66,0.5,2.2,64.0
760,Daniel Jolly,5,3,0,0,73,205,75,Orthodox,1984-09-03,36,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0,18.5
761,Jon Jones,26,1,0,4,76,205,84,Orthodox,1987-07-19,33,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,226.95238095238096
762,Jamelle Jones,7,5,0,0,72,205,75,Orthodox,1988-01-31,32,1.78,0.8,3.11,0.65,0.0,0.0,0.0,0.0,0
763,Trevin Jones,12,6,0,0,67,140,70,Southpaw,1990-08-04,30,3.72,0.52,9.45,0.29,2.15,0.5,0.0,0.0,0
764,Jocelyn Jones-Lybarger,6,4,0,0,67,115,64,Orthodox,1985-10-04,35,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,84.66666666666667
765,Shawn Jordan,19,8,0,0,72,260,75,Southpaw,1984-10-21,36,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,142.2
766,Ivan Jorge,27,7,0,0,69,155,73,Orthodox,1980-11-07,40,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,244.75
767,Scott Jorgensen,15,12,0,0,65,135,66,Orthodox,1982-09-17,38,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,149.5
768,Krzysztof Jotko,22,4,0,3,73,185,77,Southpaw,1989-08-19,31,2.98,0.45,1.9,0.58,1.27,0.35,0.87,0.1,189.23076923076923
769,Alan Jouban,17,7,0,1,72,170,73,Southpaw,1981-11-25,39,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,36.92307692307692
770,Charles Jourdain,10,3,1,0,69,145,69,Switch,1995-11-27,25,4.13,0.43,3.85,0.6,0.0,0.0,0.47,0.8,11.666666666666666
771,Dustin Joynson,5,0,0,0,78,244,78,Orthodox,1985-10-14,35,3.28,0.53,5.63,0.47,0.0,0.0,0.0,0.0,0
772,Luke Jumeau,13,5,0,0,61,170,72,Orthodox,1988-02-12,32,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,58.5
773,Chan Sung Jung,16,6,0,0,67,145,72,Orthodox,1987-03-17,33,4.15,0.41,4.01,0.56,0.62,0.41,0.75,0.5,62.333333333333336
774,Da-Un Jung,13,2,1,0,76,205,78,Orthodox,1993-12-07,27,5.06,0.43,5.38,0.55,0.0,0.0,0.83,0.5,3.5
775,Myles Jury,17,4,0,0,61,145,73,Orthodox,1988-10-31,32,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,170.5
776,Cristiane Justino,21,2,0,1,68,145,68,Orthodox,1985-07-09,35,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,81.85714285714286
777,Kai Kamaka,8,3,0,0,67,145,69,Orthodox,1995-01-05,26,6.58,0.6,6.74,0.49,3.68,0.75,0.37,0.6,171.0
778,Martin Kampmann,20,7,0,0,72,170,72,Orthodox,1982-04-17,38,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,159.8235294117647
779,Bharat Kandare,5,3,0,0,67,135,72,Orthodox,1987-06-20,33,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,0.0
780,Masanori Kanehara,26,12,5,0,67,135,67,Orthodox,1982-11-19,38,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,361.3333333333333
781,Denis Kang,35,16,2,0,61,185,77,Orthodox,1977-09-17,43,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,349.0
782,Kyung Ho Kang,17,8,0,3,69,135,73,Orthodox,1987-09-09,33,2.52,0.44,2.43,0.58,2.53,0.59,0.71,1.1,342.75
783,Manel Kape,15,4,0,0,65,125,68,Southpaw,1993-11-14,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
784,Kai Kara-France,21,9,0,0,64,125,69,Orthodox,1993-03-26,27,5.16,0.39,4.0,0.66,0.56,0.23,0.9,0.0,119.66666666666667
785,Alex Karalexis,10,6,0,0,68,155,66,Orthodox,1977-09-20,43,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,87.33333333333333
786,Impa Kasanganay,8,1,0,0,61,185,75,Orthodox,1994-01-17,27,5.36,0.49,3.52,0.6,1.44,0.83,0.63,0.0,7.5
787,Nadia Kassem,5,2,0,0,65,125,66,Southpaw,1995-11-15,25,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,67.0
788,Brad Katona,8,2,0,0,66,135,64,Orthodox,1991-12-19,29,3.33,0.51,2.98,0.57,1.25,0.22,0.47,0.0,232.5
789,Calvin Kattar,22,5,0,0,61,145,72,Orthodox,1988-03-26,32,5.07,0.42,8.16,0.5,0.37,0.3,0.89,0.0,14.88888888888889
790,Sarah Kaufman,18,4,0,0,65,135,66,Orthodox,1985-09-20,35,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,179.0
791,Tatsuya Kawajiri,36,11,2,0,67,145,69,Orthodox,1978-05-08,42,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,418.5
792,Chris Kelades,9,3,0,0,67,125,68,Orthodox,1981-02-21,39,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,171.75
793,Brian Kelleher,22,11,0,1,66,145,66,Switch,1986-08-19,34,4.45,0.4,5.97,0.53,1.2,0.25,0.72,0.8,84.2
